twitch_id,days,mature,views,partner,id,broadcaster_type,login,display_name,created_at,new_view_count,view_growth,last_game_id,last_game_name,,
145440940,629,TRUE,22267,FALSE,6727,affiliate,zumlustigenschnitzlwirt,zumlustigenschnitzlwirt,2017-01-21T13:09:11Z,66605,44338,490379,Tom Clancy's Ghost Recon: Wildlands,,
124094485,881,FALSE,1659,FALSE,7065,,zumbaggu,ZumBaggu,2016-05-12T21:57:41Z,2687,1028,509658,Just Chatting,,
76928530,1390,TRUE,3525,FALSE,3198,affiliate,zulurino,zulurino,2014-12-10T08:22:41Z,3652,127,263490,Rust,,
87432706,1284,TRUE,3578,FALSE,4325,affiliate,zulummar,Zulummar,2015-04-04T02:02:13Z,4919,1341,31339,Project Zomboid,,
41213097,2038,FALSE,1999,FALSE,6373,,zulheadtv,zulheadtv,2013-03-10T20:07:22Z,2020,21,6959,Eco,,
50812353,1810,TRUE,7785,FALSE,366,affiliate,zulgor87,Zulgor87,2013-10-28T23:20:34Z,10718,2933,30921,Rocket League,,
40178286,2070,TRUE,18615,FALSE,2677,,zugzuj,zugzuj,2013-02-09T19:51:59Z,27914,9299,9530,Tekken 2,,
159974091,487,TRUE,23183,FALSE,404,affiliate,zuckersan,Zuckersan,2017-06-12T12:33:18Z,36540,13357,1136229010,Necromunda: Hired Gun,,
73109746,1458,FALSE,19885,FALSE,2467,affiliate,zuckerkaetzchen,zuckerkaetzchen,2014-10-15T15:39:02Z,23907,4022,32399,Counter-Strike: Global Offensive,,
57353961,1694,TRUE,3381,FALSE,5600,affiliate,zuchthaustv,ZuchthausTV,2014-02-21T16:23:15Z,8887,5506,1745202732,FIFA 23,,
143929540,645,TRUE,7227,FALSE,7099,affiliate,ztacki,zTacki,2017-01-05T23:06:40Z,23247,16020,491487,Dead by Daylight,,
104752616,1089,FALSE,2073,FALSE,5103,affiliate,zstormdragon,zStormDragon,2015-10-19T21:09:49Z,6788,4715,27471,Minecraft,,
166773852,443,TRUE,12830,FALSE,636,affiliate,zsinhe,zSinhe,2017-07-26T13:00:04Z,20701,7871,9435,The Legend of Zelda: A Link to the Past,,
109170193,1033,TRUE,2699,FALSE,2054,affiliate,zshadow_wolf,zShadow_Wolf,2015-12-10T16:47:26Z,5013,2314,512710,Call of Duty: Warzone,,
115689265,966,FALSE,133,FALSE,1048,,zs_jokertv,ZS_JokerTV,2016-02-13T09:54:49Z,140,7,,,,
158250757,484,TRUE,1616,FALSE,8058,,zotti_the_one,zotti_the_one,2017-05-29T05:33:39Z,1684,68,73586,Outlast,,
28762133,2410,TRUE,122689,FALSE,4637,affiliate,zottelltv,ZottellTV,2012-03-06T15:10:12Z,137180,14491,1688925820,DeadPoly,,
76899816,1403,TRUE,139152,FALSE,5450,partner,zosgaming,ZoSGaming,2014-12-09T19:50:02Z,251739,112587,512953,Elden Ring,,
30396809,2345,FALSE,27544,FALSE,2551,affiliate,zorrby,Zorrby,2012-05-09T17:13:24Z,32149,4605,1576857499,Potion Permit,,
61878173,1621,TRUE,1335,FALSE,6922,,zorndyuke,zorndyuke,2014-04-30T17:53:42Z,1461,126,1760477474,Tiny Rogues,,
144345605,634,TRUE,1138,FALSE,1462,,zorgon_1337,zorgon_1337,2017-01-09T20:15:54Z,1155,17,488615,Street Fighter V,,
67789922,1534,TRUE,12523,FALSE,3804,affiliate,zorg0,Zorg0,2014-07-31T09:07:49Z,33733,21210,163564960,Valkyrie Elysium,,
136125246,739,TRUE,18983,FALSE,3926,affiliate,zopperalf,ZopperAlf,2016-10-03T07:52:24Z,20858,1875,493057,PUBG: BATTLEGROUNDS,,
77209280,1398,TRUE,53292,FALSE,4435,affiliate,zooshij,Zooshij,2014-12-14T17:19:49Z,94280,40988,509658,Just Chatting,,
46417578,1908,TRUE,4941,FALSE,972,affiliate,zonsa1337,zonsa1337,2013-07-21T19:16:25Z,5194,253,28897,Bastion,,
52351531,1778,TRUE,8232341,TRUE,6535,partner,zonixxcs,zonixxcs,2013-11-29T15:28:36Z,14769662,6537321,516575,VALORANT,,
113656713,984,FALSE,3356,FALSE,506,affiliate,zonaklive,zonaklive,2016-01-23T19:10:34Z,6676,3320,,,,
96066657,1187,TRUE,8609,FALSE,4089,partner,zombyralive,ZombyraLive,2015-07-13T22:00:08Z,432730,424121,18122,World of Warcraft,,
138937368,653,FALSE,1225,FALSE,594,,zomboylp,ZomBoyLP,2016-11-06T19:26:31Z,1787,562,491487,Dead by Daylight,,
43579369,1969,FALSE,412,FALSE,3051,,zombiekiller1864,zombiekiller1864,2013-05-15T20:27:57Z,440,28,511746,Back 4 Blood,,
147128006,613,FALSE,1915,FALSE,9300,,zombie638slay,zombie638slay,2017-02-06T20:44:46Z,17568,15653,1678052513,Call of Duty: Modern Warfare II,,
89884493,1261,TRUE,45162,FALSE,1061,affiliate,zombicrankz,ZombiCrankz,2015-04-30T14:32:57Z,79205,34043,518873,Warhammer 40,000: Darktide,
32659255,2261,FALSE,3151339,TRUE,3352,partner,zombey,Zombey,2012-08-03T09:49:45Z,5113240,1961901,943590253,The Last Hero of Nostalgaia,,
101975356,1127,TRUE,3071,FALSE,768,affiliate,zom_bear,Zom_Bear,2015-09-11T22:18:25Z,7915,4844,29433,Dark Souls,,
52991310,1767,TRUE,2608,FALSE,3085,affiliate,zoller,Zoller,2013-12-10T20:41:54Z,2998,390,263490,Rust,,
54590587,1717,TRUE,3610,FALSE,8930,,zoggnae,Zoggnae,2014-01-07T18:09:46Z,3637,27,30028,The Elder Scrolls V: Skyrim,,
189554431,277,TRUE,2957,FALSE,4472,affiliate,zoetak,Zoetak,2018-01-08T14:46:43Z,26263,23306,515025,Overwatch 2,,
41009201,2041,TRUE,47046,FALSE,30,,zod1ac_tv_,ZoD1Ac_Tv_,2013-03-05T14:16:47Z,47175,129,,,,
80936274,1355,TRUE,8742,FALSE,9061,,zocksofa,zocksofa,2015-01-26T04:14:12Z,9124,382,102007682,God of War Ragnarök,,
78222189,1372,FALSE,379,FALSE,2809,affiliate,zockingextreme,ZockingExtreme,2014-12-28T20:55:35Z,18206,17827,492553,Sid Meier's Civilization VI,,
155846076,513,FALSE,181,FALSE,8886,,zocki_12,Zocki_12,2017-05-05T14:52:34Z,239,58,509658,Just Chatting,,
49702996,1836,TRUE,883987,TRUE,5811,partner,zockerzirkel,ZockerZirkel,2013-10-02T15:39:13Z,963307,79320,138585,Hearthstone,,
102588841,1119,FALSE,541,FALSE,4857,affiliate,zockerxhunter,Zockerxhunter,2015-09-19T21:43:58Z,1276,735,515025,Overwatch 2,,
14036764,2968,FALSE,70385,FALSE,6854,,zockertv,ZockerTV,2010-07-23T18:35:40Z,70448,63,,,,
103742465,1103,TRUE,14165,FALSE,8847,affiliate,zockerstu,Zockerstu,2015-10-05T14:46:07Z,91556,77391,27284,Retro,,
106151940,1072,FALSE,1216,FALSE,16,,zockerking29,zockerking29,2015-11-05T06:48:01Z,2342,1126,493057,PUBG: BATTLEGROUNDS,,
72081680,1445,TRUE,1613,FALSE,4776,affiliate,zockerkauz,ZockerKauz,2014-09-28T06:07:58Z,2530,917,460630,Tom Clancy's Rainbow Six Siege,,
112929355,999,FALSE,632,FALSE,6105,,zockerhd09,zockerhd09,2016-01-16T16:30:51Z,639,7,27471,Minecraft,,
50758237,1808,TRUE,94440,FALSE,8686,affiliate,zockercouch,ZockerCouch,2013-10-27T19:11:25Z,98510,4070,509658,Just Chatting,,
73523292,1448,TRUE,35352,FALSE,4676,affiliate,zockerbudetv,zockerbudetv,2014-10-22T10:47:55Z,49001,13649,514888,Crusader Kings III,,
52396903,1777,FALSE,12462,FALSE,488,affiliate,zocker_kurt,zocker_kurt,2013-11-30T04:17:25Z,22495,10033,509658,Just Chatting,,
147496319,608,TRUE,18524,FALSE,4255,affiliate,zockelvis,ZockElvis,2017-02-11T11:24:54Z,105936,87412,65654,The Elder Scrolls Online,,
27702539,2453,FALSE,12215,FALSE,9216,affiliate,zock3r,Zock3r,2012-01-24T03:37:45Z,18865,6650,516086,Grounded,,
52791311,1769,FALSE,38463,FALSE,1171,affiliate,zoackhalo,ZoackHalo,2013-12-07T13:36:45Z,56625,18162,506416,Halo Infinite,,
60948606,1635,TRUE,1419,FALSE,72,affiliate,zndkerze,Zndkerze,2014-04-15T20:24:36Z,2032,613,461449,Cities: Skylines,,
32944622,2253,FALSE,2329,FALSE,7267,affiliate,zlabus,Zlabus,2012-08-11T16:13:33Z,4046,1717,517668,Sherlock Holmes: Chapter One,,
69258586,1513,TRUE,2199,FALSE,1952,,zkittlezdk,ZkittlezDK,2014-08-17T18:44:08Z,4858,2659,504735,Shadow of the Tomb Raider,,
92549497,1228,TRUE,26025,FALSE,7197,affiliate,zkf_inaktiv,zkf_inaktiv,2015-06-02T21:47:42Z,54197,28172,509673,Makers & Crafting,,
104470755,1092,FALSE,14278,FALSE,3594,affiliate,zitroenrebel,zitroenrebel,2015-10-16T04:50:45Z,20706,6428,509658,Just Chatting,,
27955757,2437,FALSE,2949,FALSE,2641,,zirngibeltv,ZirngibelTV,2012-02-04T08:27:08Z,2969,20,65654,The Elder Scrolls Online,,
101941468,1127,TRUE,61497,FALSE,124,affiliate,ziqqe_shiva,Ziqqe_Shiva,2015-09-11T13:58:41Z,128465,66968,32399,Counter-Strike: Global Offensive,,
82844828,1334,TRUE,1565,FALSE,4122,,zippozip,Zippozip,2015-02-16T11:47:14Z,10900,9335,459064,Cuphead,,
36887859,2190,TRUE,4127,FALSE,4206,affiliate,zipfeltv,zipfeltv,2012-10-13T23:29:24Z,8078,3951,491931,Escape from Tarkov,,
135578754,742,TRUE,19302,FALSE,3901,affiliate,zipfelmuetzee,zipfelmuetzee,2016-09-28T20:46:50Z,25146,5844,509658,Just Chatting,,
56408659,1707,FALSE,207583,TRUE,8573,partner,zimmey_,Zimmey_,2014-02-08T12:46:56Z,343944,136361,32742,Kerbal Space Program,,
113855802,989,TRUE,12872,FALSE,1937,affiliate,zillionprey,ZillionPrey,2016-01-25T15:57:59Z,17182,4310,21465,osu!,,
79486109,1371,TRUE,2655,FALSE,4123,affiliate,zill4tv,Zill4tv,2015-01-10T23:20:55Z,9513,6858,516575,VALORANT,,
27233977,2472,FALSE,81785,FALSE,2150,,ziino_,Ziino_,2012-01-04T22:00:23Z,82330,545,18122,World of Warcraft,,
178881425,354,TRUE,29441,FALSE,8073,partner,ziewie,Ziewie,2017-10-23T09:40:20Z,329966,300525,515025,Overwatch 2,,
123541152,890,TRUE,19625,FALSE,3272,affiliate,zielfuehrend,zielfuehrend,2016-05-05T20:06:06Z,33416,13791,27471,Minecraft,,
71663234,1460,TRUE,1160,FALSE,9256,,ziegenemoji,Ziegenemoji,2014-09-21T13:05:34Z,1178,18,116747788,Pools, Hot Tubs, and Beaches
70683871,1497,TRUE,19840,FALSE,1878,affiliate,zidake,Zidake,2014-09-06T08:33:42Z,25673,5833,500188,Hunt: Showdown,,
153137893,546,FALSE,6093,FALSE,7412,affiliate,zickzacktvg,zickzacktvg,2017-04-12T11:29:29Z,6184,91,509658,Just Chatting,,
79114330,1375,TRUE,7624,FALSE,7040,affiliate,zickizockt,ZickiZockt,2015-01-06T22:28:17Z,12670,5046,514207,The Dark Pictures Anthology: Little Hope,,
30247495,2278,TRUE,1358,FALSE,9119,affiliate,ziazis,Ziazis,2012-05-03T17:48:24Z,17508,16150,512033,Goddess of Victory: Nikke,,
108794754,1041,TRUE,11577,FALSE,2820,affiliate,zgm_maku,ZgM_Maku,2015-12-05T20:24:16Z,28992,17415,18122,World of Warcraft,,
110950628,1018,TRUE,209081,FALSE,8341,,zfgambit,ZFGambit,2015-12-29T20:26:03Z,226442,17361,489376,Deus Ex: Mankind Divided,,
151201465,567,TRUE,2167,FALSE,5813,affiliate,zeuserix,zeuserix,2017-03-22T20:05:38Z,6393,4226,504463,Tom Clancy's The Division 2,,
49815161,1833,TRUE,13894,FALSE,4398,affiliate,zeusbrocken,zeusbrocken,2013-10-05T12:56:57Z,27984,14090,66366,War Thunder,,
98947991,1112,FALSE,1823,FALSE,8574,,zeus290975,Zeus290975,2015-08-11T20:21:46Z,2188,365,497876,Citadel: Forged With Fire,,
29708158,2361,FALSE,527,FALSE,2254,,zetzna,Zetzna,2012-04-11T18:37:01Z,531,4,488552,,,
64159168,1584,FALSE,2440,FALSE,3896,affiliate,zettelpex,ZettelPex,2014-06-11T14:30:47Z,3338,898,509660,Art,,
55846505,1716,FALSE,7008,FALSE,5527,affiliate,zet237,Zet237,2014-01-30T22:33:39Z,11465,4457,497344,Exo One,,
83601211,1326,FALSE,37070,FALSE,5649,affiliate,zesq1up,zesq1UP,2015-02-23T20:08:44Z,40485,3415,512710,Call of Duty: Warzone,,
46639314,1904,FALSE,7011,FALSE,5877,,zeroxtainment,ZeroXtainment,2013-07-26T07:09:26Z,24176,17165,512710,Call of Duty: Warzone,,
69936011,1506,TRUE,37952,FALSE,5119,affiliate,zeropg,ZeropG,2014-08-26T08:14:11Z,38471,519,512980,Fall Guys,,
70469057,1475,FALSE,24833,FALSE,838,affiliate,zeroooc,ZeroOoC,2014-09-02T12:24:14Z,25638,805,417752,Talk Shows & Podcasts,,
94439208,1205,FALSE,6183,FALSE,6203,,zeronex97,Zeronex97,2015-06-25T15:23:42Z,7513,1330,27471,Minecraft,,
109027207,1034,FALSE,220,FALSE,4546,,zeroauxtv,zeroauxtv,2015-12-08T14:00:47Z,227,7,509672,Travel & Outdoors,,
137443218,722,TRUE,29768,FALSE,1845,affiliate,zero_2hero,zero_2hero,2016-10-19T20:45:38Z,35434,5666,6369,God of War,,
39633884,2087,TRUE,3928,FALSE,556,affiliate,zerlumpterdoktor,ZerlumpterDoktor,2013-01-24T08:53:38Z,17740,13812,31750,Arma 3,,
143732950,644,TRUE,6679,FALSE,7109,affiliate,zerio00_tv,zerio00_tv,2017-01-03T22:43:10Z,22467,15788,32502,World of Warships,,
36426030,2207,FALSE,2552,FALSE,2499,,zergo98,Zergo98,2012-09-24T15:47:07Z,2627,75,460630,Tom Clancy's Rainbow Six Siege,,
48537044,1864,TRUE,16961,FALSE,4297,affiliate,zerberus1979,zerberus1979,2013-09-04T08:30:36Z,43613,26652,1678052513,Call of Duty: Modern Warfare II,,
32187491,2263,TRUE,809,FALSE,3808,affiliate,zeratfk,ZeraTFK,2012-07-16T18:28:19Z,45120,44311,519492,Medieval Dynasty,,
138075162,713,TRUE,3720,FALSE,4050,affiliate,zeramavis,Zeramavis,2016-10-27T19:35:28Z,9038,5318,1041,Diablo II,,
31948003,2282,TRUE,4357,FALSE,6589,,zept0r,zept0r,2012-07-07T20:52:11Z,4627,270,386821,Black Desert,,
80759665,1354,TRUE,1930,FALSE,1660,affiliate,zepieth,Zepieth,2015-01-24T17:46:32Z,7759,5829,491572,Stellaris,,
65684786,1560,FALSE,7239,FALSE,762,affiliate,zephykelsey,ZephyKelsey,2014-07-05T18:16:05Z,25305,18066,513181,Genshin Impact,,
116422461,960,TRUE,717,FALSE,8090,,zentroxreloaded,zentroxreloaded,2016-02-20T13:40:37Z,745,28,32982,Grand Theft Auto V,,
22852200,2671,FALSE,10071,FALSE,7335,,zensn,Zensn,2011-06-08T21:59:40Z,11075,1004,18122,World of Warcraft,,
36435507,2175,FALSE,7110,FALSE,8471,,zensiert,zensiert,2012-09-24T23:06:58Z,7397,287,509110,Risk of Rain 2,,
21840723,2732,FALSE,4336,FALSE,476,,zenosmusic,ZenosMusic,2011-04-19T15:14:06Z,4365,29,417752,Talk Shows & Podcasts,,
113379112,996,TRUE,138712,TRUE,1043,partner,zeno,ZENO,2016-01-20T20:23:52Z,2446635,2307923,493597,New World,,
154388547,537,TRUE,5420,FALSE,1200,affiliate,zenma__,Zenma__,2017-04-23T22:32:47Z,7328,1908,2748,Magic: The Gathering,,
55031457,1722,FALSE,49,FALSE,8004,affiliate,zenbockt,zenbockt,2014-01-15T12:17:14Z,222,173,518017,Resident Evil Village,,
106222177,1067,TRUE,45547,FALSE,2666,,zelpnir,Zelpnir,2015-11-06T00:15:49Z,54913,9366,24872,Nioh,,
60399497,1649,TRUE,1180020,TRUE,4547,,zelina,Zelina,2014-04-07T15:07:17Z,1226160,46140,494925,Raft,,
158697497,497,FALSE,2476,FALSE,1178,affiliate,zeldogiq,zeldogiq,2017-06-02T08:21:24Z,40024,37548,161880494,Rumbleverse,,
34978952,2247,FALSE,921614,TRUE,8939,partner,zeldaspeedruns,ZeldaSpeedRuns,2012-08-17T04:27:22Z,2442044,1520430,12482,The Legend of Zelda: Majora's Mask,,
89175928,1269,TRUE,3811,FALSE,1871,affiliate,zelbitv,ZelbiTV,2015-04-22T00:09:32Z,5918,2107,18122,World of Warcraft,,
52201714,1781,TRUE,46462,FALSE,7857,affiliate,zelastion,Zelastion,2013-11-26T13:23:34Z,72902,26440,509658,Just Chatting,,
94467414,1205,TRUE,12043,FALSE,7804,affiliate,zek0tv,Zek0TV,2015-06-25T21:15:03Z,127576,115533,32982,Grand Theft Auto V,,
90345821,1254,TRUE,20652,FALSE,2527,affiliate,zeitfresser,Zeitfresser,2015-05-05T20:25:48Z,22009,1357,506456,Satisfactory,,
158599613,498,FALSE,13041,FALSE,8593,affiliate,zegermanguy,ZeGermanGuy,2017-06-01T17:58:59Z,32716,19675,102007682,God of War Ragnarök,,
69900294,1504,FALSE,2756,FALSE,3466,affiliate,zefiiel,Zefiiel,2014-08-25T20:57:45Z,16659,13903,670867987,Pokémon Scarlet/Violet,,
103528092,1077,FALSE,1019,FALSE,8001,affiliate,zeenoxz,ZeeNoXz,2015-10-02T23:09:03Z,2129,1110,518015,Horizon Forbidden West,,
124540180,876,TRUE,5973,FALSE,9252,affiliate,zeckelandsbergg,ZeckeLandsberGG,2016-05-18T11:31:30Z,41064,35091,509658,Just Chatting,,
125084089,870,FALSE,17330,FALSE,1509,,zebrafink,zebrafink,2016-05-25T11:40:42Z,61256,43926,,,,
72558880,1467,TRUE,37735,FALSE,5927,affiliate,zeakzeric,zeakzeric,2014-10-06T15:19:13Z,188447,150712,518873,Warhammer 40,000: Darktide,
180156350,344,FALSE,1595,FALSE,8164,,zdersandmann,zDerSandmann,2017-11-02T17:52:25Z,3001,1406,1318043161,Tiny Tina's Wonderlands,,
145279145,631,TRUE,4803,FALSE,1259,affiliate,zcxsmo,zcxsmo,2017-01-19T19:29:29Z,5432,629,,,,
150168007,579,TRUE,1095,FALSE,2391,affiliate,zckrfrk,Zckrfrk,2017-03-12T00:33:30Z,10346,9251,516089,Bendy and the Dark Revival,,
74747223,1411,FALSE,4221,FALSE,1949,affiliate,zbladefear,zBLADEFEAR,2014-11-08T16:22:18Z,6127,1906,493057,PUBG: BATTLEGROUNDS,,
60773847,1632,FALSE,4436,FALSE,3162,,zbeine,zBeine,2014-04-13T08:07:33Z,4520,84,514974,Battlefield 2042,,
69486789,1514,FALSE,2795,FALSE,1278,affiliate,zbalix,zBaLiX,2014-08-20T17:36:35Z,25822,23027,1745202732,FIFA 23,,
64724326,1575,TRUE,21904,FALSE,4237,affiliate,zax73,ZAX73,2014-06-20T13:41:00Z,205795,183891,506456,Satisfactory,,
27701440,2433,TRUE,28674,FALSE,7096,,zauberwald,Zauberwald,2012-01-24T02:32:46Z,28705,31,417528,Albion Online,,
26754085,2496,TRUE,132290,TRUE,8873,partner,zauberkindtv,ZauberkindTV,2011-12-12T21:15:13Z,243020,110730,490100,Lost Ark,,
51879579,1783,FALSE,6177,FALSE,4415,affiliate,zauberfata,zauberfata,2013-11-20T20:40:27Z,6317,140,500188,Hunt: Showdown,,
95002958,1198,FALSE,96270,FALSE,4808,,zatotv,zatoTV,2015-07-01T20:26:07Z,99818,3548,32982,Grand Theft Auto V,,
124331068,880,TRUE,12311,FALSE,5215,affiliate,zatonotomekashi,zatonotomekashi,2016-05-15T16:31:53Z,21710,9399,504463,Tom Clancy's The Division 2,,
149418702,587,TRUE,17855,FALSE,7560,affiliate,zartilive,zartilive,2017-03-04T16:46:21Z,58306,40451,509658,Just Chatting,,
116680387,963,TRUE,2405,FALSE,6706,,zarra28,zarra28,2016-02-22T19:25:39Z,2562,157,491487,Dead by Daylight,,
154480411,535,FALSE,1384,FALSE,6853,affiliate,zarkremix,ZarKremix,2017-04-24T20:22:47Z,1811,427,32982,Grand Theft Auto V,,
143642487,647,FALSE,68462,FALSE,2251,affiliate,zarkazztv,ZarkazzTV,2017-01-03T00:25:49Z,105471,37009,515025,Overwatch 2,,
138128842,714,FALSE,5842,FALSE,6658,affiliate,zargomlive,ZargomLive,2016-10-28T15:18:28Z,7560,1718,496960,Assassin's Creed Origins,,
36524236,2169,FALSE,1279,FALSE,2445,affiliate,zargkhon,Zargkhon,2012-09-29T14:03:59Z,7538,6259,1763334326,Space Hulk: Deathwing - Enhanced Edition,,
69463260,1512,FALSE,8728,FALSE,6510,,zapporcupine,ZapPorcupine,2014-08-20T08:34:50Z,17571,8843,490384,Planet Coaster,,
107827684,1054,TRUE,8193,FALSE,2599,affiliate,zanzarah,zanzarah,2015-11-23T19:05:17Z,12871,4678,508292,Bloons TD 6,,
135033746,751,TRUE,3096,FALSE,7528,,zangegaming,ZangeGaming,2016-09-19T21:12:28Z,3615,519,,,,
139858636,692,TRUE,21044,FALSE,2726,affiliate,zanexc,ZANEXC,2016-11-19T10:12:19Z,41211,20167,502901,The Room: Old Sins,,
50748362,1811,FALSE,647603,TRUE,5576,partner,zane_404,zane_404,2013-10-27T16:16:07Z,663800,16197,498482,Age of Empires IV,,
29211549,2394,TRUE,5452518,TRUE,8782,partner,zander,Zander,2012-03-23T18:42:43Z,14532651,9080133,27471,Minecraft,,
53887104,1747,TRUE,2395,FALSE,2722,,zaiidox,Zaiidox,2013-12-26T21:45:04Z,3427,1032,513181,Genshin Impact,,
147728246,606,TRUE,14953,FALSE,5683,affiliate,zahnfee_gmbh,zahnfee_gmbh,2017-02-13T21:51:22Z,22268,7315,1348809580,Assetto Corsa Competizione,,
75590276,1421,TRUE,10232,FALSE,9348,affiliate,zagplay,ZagPlay,2014-11-21T00:00:01Z,18273,8041,491931,Escape from Tarkov,,
146735220,617,FALSE,4675,FALSE,68,,zadro0,zadro0,2017-02-02T18:32:55Z,6582,1907,386821,Black Desert,,
179271153,348,FALSE,1986,FALSE,7896,,zacron,Zacron,2017-10-26T16:09:58Z,2832,846,460630,Tom Clancy's Rainbow Six Siege,,
157236267,512,TRUE,3056,FALSE,5705,affiliate,zachheftig,ZachHeftig,2017-05-18T16:55:24Z,21308,18252,511224,Apex Legends,,
56664535,1658,FALSE,1694,FALSE,8895,,zabuza18,Zabuza18,2014-02-12T18:36:49Z,1752,58,509486,Bless Unleashed,,
57633343,1691,TRUE,967000,TRUE,6096,partner,zabius,Zabius,2014-02-24T12:22:03Z,1642805,675805,516575,VALORANT,,
29078399,2400,TRUE,16004,FALSE,7513,,zaakor,Zaakor,2012-03-17T18:58:49Z,17653,1649,71375,Star Citizen,,
38801340,2113,TRUE,94952,FALSE,2294,partner,z4t0x,Z4T0X,2012-12-27T18:58:16Z,1399458,1304506,12694,Terranigma,,
135997486,738,TRUE,1347,FALSE,5786,affiliate,z3r0_,Z3R0_,2016-10-02T08:37:00Z,5881,4534,508798,Warhammer,,
48010787,1874,TRUE,6767,FALSE,8984,affiliate,z3551n,z3551n,2013-08-23T17:05:48Z,33321,26554,1113191219,Just Dance 2023 Edition,,
35682068,2240,TRUE,3117,FALSE,8068,,z13l5ch31b3,z13l5ch31b3,2012-08-24T21:40:06Z,7126,4009,510578,Mortal Kombat 11,,
134619852,759,FALSE,827,FALSE,5021,,z0mbiesquad,Z0MBIESQUAD,2016-09-13T18:48:06Z,1326,499,506235,Team Sonic Racing,,
83738541,1325,TRUE,5950,FALSE,5221,affiliate,z0kcs,z0kcs,2015-02-25T13:58:15Z,16305,10355,515025,Overwatch 2,,
144740880,635,FALSE,14537,FALSE,2624,affiliate,z0k0ra,Z0K0RA,2017-01-14T09:21:22Z,26593,12056,493959,Red Dead Redemption 2,,
51110449,1803,FALSE,2404,FALSE,4937,affiliate,z_i_m_b_o_,Z_i_m_b_o_,2013-11-04T21:37:24Z,2504,100,504462,Call of Duty: Black Ops 4,,
76007650,1416,TRUE,66866,TRUE,1296,partner,yzariael,Yzariael,2014-11-26T23:54:14Z,431945,365079,102007682,God of War Ragnarök,,
153222633,547,TRUE,12753,FALSE,7506,affiliate,yyrob,YYRob,2017-04-13T04:37:47Z,14477,1724,494536,Dauntless,,
62371672,1611,FALSE,4334,FALSE,8104,affiliate,yykk,YYKK,2014-05-09T20:14:07Z,11091,6757,516575,VALORANT,,
67644424,1536,TRUE,24403,FALSE,6384,affiliate,yuyuriko,Yuyuriko,2014-07-29T18:44:12Z,153130,128727,12261,Phoenix Wright: Ace Attorney - Justice for All,,
64281050,1582,TRUE,628227,FALSE,9147,affiliate,yurima1,Yurima1,2014-06-13T13:58:46Z,632145,3918,509658,Just Chatting,,
